Date,ShareCommentary,Reactions,Comments,User
2021-07-29,"Workplace culture and diversity:
A positive workplace culture that values diversity and inclusion is essential for creating a thriving and engaged workforce. By fostering an environment of respect, collaboration, and open communication, employers can help employees feel valued and supported. Additionally, by embracing diversity in all its forms - including race, gender, age, and more - companies can tap into a wide range of perspectives and experiences that can lead to new ideas and innovations. So let's all work together to build a workplace culture that truly embraces and celebrates diversity. #workplaceculture #diversityandinclusion #collaborationiskey
	
",6.0,2.0,1051
2021-09-30,"First-time claims for unemployment insurance totaled 351,000, last week. ""
"" ""
""Key takeaway: New applications increase. Insured unemployment claims also increase from the previous revised estimate. ""
"" ""
""In the week ending September 18th, the advance figure for seasonally adjusted initial claims was 351,000, a decrease from the previous week's revised level. ""
""""
""The advance number for seasonally adjusted insured unemployment (also known as Continued Claims) during the week ending September 11th was 2,845,000 an increase from last week's revised level. ""
"" ""
""The largest increases in initial claims for the week ending September 11 were in Louisiana (+4,318), the District of Columbia (+3,783), Arizona (+3,739), Maryland (+2,018), and Missouri (+1,658) ""
""""
""For the available state-level data on initial claims for the week of September 11, Missouri experienced Layoffs in the automobile industry.""
"" ""
""#rstats #R #datavisualization #departmentoflabor #economynews #economicanalysis #datascience #statistics #jobs #ggplot2""
""#hiring #unemployment #economy #business #financial #consumers #federalreserve #interestrates #jobs #career",7.0,1.0,1031
2021-09-02,"First-time claims for unemployment insurance totaled 348,000, last week. ""
"" ""
""Key takeaway: New applications continue to fall!  Insured unemployment claims decreased reaching to new pandemic low! ""
"" ""
""In the week ending August 14th, the advance figure for seasonally adjusted initial claims was 348,000, a decrease from the previous week's revised level. ""
""""
""The advance number for seasonally adjusted insured unemployment (also known as Continued Claims) during the week ending August 7 was 2,820,000 a decrease from last week's revised level. ""
"" ""
""The largest increases in initial claims for the week ending August 7 were in Virginia (+4,197), California (+3,267), Maryland (+1,738), Oregon (+1,602), and Illinois (+1,430).""
""""
""For the available state-level data on initial claims for the week ending August 7th, Virginia experienced layoffs in health care and social assistance sectors.""
""#rstats #R #datavisualization #departmentoflabor #economynews #economicanalysis #datascience #statistics #jobs #ggplot2""
""#hiring #unemployment #economy #business #financial #consumers #federalreserve #interestrates #jobs #career",9.0,1.0,1030
2022-06-12,"In prep for this week’s #SQLSunday I did a search on LinkedIn Learning for “SQL” - Got back 50 search results.""
""""
""Some things to know:""
""""
""📚 Not every search result returned a course on SQL - many on adjacent topics.""
""""
""📚 Several of my network’s connections had liked or attended one or more course - if you’re looking to learn more about a course (check your network if the same is true for you). Never a bad time to connect or reconnect with those you know on the topic of learning.""
""""
""📚 Most of the courses on LI Learning seem to be for folks newer to SQL and for those looking to “get” data.""
""""
""📚 For folks looking to build and administer databases it seems your LI Learning selection is more limited. Look other places.""
""""
""#datascience #careeradvice #dataanalytics",9.0,3.0,1011
2020-07-24,"There's some good stuff on the updated resources.data.gov, including my personal favorite--links to relevant statutes and guidance. #datagovernance #datamanagement #opendata #EvidenceAct",7.0,2.0,1040
2021-10-04,"Industry-specific news and updates:
Staying up-to-date on industry-specific news and updates is essential for professionals who want to stay ahead of the curve. Whether it's following industry blogs and news sites, attending conferences and trade shows, or connecting with thought leaders on social media, there are many ways to stay in the know. By understanding the latest trends and developments in their industry, professionals can position themselves as thought leaders and innovators, and help their companies stay ahead of the competition. So let's all stay curious and hungry for knowledge! #industrynews #trendwatching #alwayslearning
	
",10.0,4.0,1050
2020-06-03,"Personal and professional development:
Investing in your personal and professional development is one of the best things you can do for your career and your overall wellbeing. Whether it's taking a class, attending a workshop, or reading a book, there are many ways to learn new skills, broaden your horizons, and challenge yourself to be your best self. And the best part is, personal and professional development doesn't have to be boring - there are many fun and engaging ways to grow and learn. So go ahead and explore your passions and interests - you might be surprised at what you discover! #personaldevelopment #professionalgrowth #lifelonglearning
	
",6.0,2.0,1051
2014-01-21,"I can't help but feel skeptical about the hype surrounding big data and its supposed ability to assess the labor market value of non-degree credentials. It's possible that all this talk is just a lot of hot air, and we may never truly know the worth of these alternative qualifications.",8.0,7.0,1051
2022-03-05,"Motivational and inspirational content:
Sometimes, we all need a little motivation and inspiration to get through the day. Whether it's a quote from a famous leader, a story of someone overcoming adversity, or a powerful message of hope and resilience, motivational and inspirational content can help us stay positive and focused on our goals. So let's all seek out the messages and stories that uplift us and inspire us to be our best selves! #motivation",5.0,2.0,1050
2022-09-27,"Cover letters might not be everyone's favorite part of the job application process, but I personally love them! There's something so satisfying about crafting a well-written, personalized letter that showcases your skills and experience in a way that a resume alone can't. Plus, it's a chance to show off your personality and enthusiasm for the job - after all, you want to make a great first impression, right? So don't be afraid to get creative and inject a little personality into your letter. Who knows, it might just be the thing that sets you apart from all the other applicants! #coverletters #jobsearch #careerdevelopment",9.0,4.0,1050
2021-01-14,"In a million ways my data science career has not gone as planned. I have shared some of my biggest mistakes. And I have shared about some of my favorite days.""
""""
""One thing I've learned along the way (that has been a big help) is that there are roughly four categories of work you do as a DS. The time spent in each category varies.""
""""
""This first image here shows how you might divvy your time over the first two weeks on a new job. Especially starting out early in your career. The four categories are:""
""""
""1) Planning""
""2) Tooling""
""3) Science""
""4) Dissemination""
""""
""The second image shows you you spend your time starting out and how the proportional distribution of your work in these categories shifts. This is hypothetical data based on my perception of my own experiences? Who has thoughts on what I might have missed or what I might need to revise?""
""""
""#DataScience #Careers #CareerAdvice #JobAdvice #GettingThingsDone #DataAnalytics",5.0,2.0,1010
2020-10-08,"Day 1 of scary things in small businesses...""
""How do you handle bill pay in your business?""
""""
""-Do you use a bill pay system?""
""-Do you sit down and write physical checks, with an envelope and a stamp?""
""-Do you use a credit card for as much as you can and sit down to call companies that don't enable you to do this online?""
""-Do you put it off until vendors start calling you because you are late?""
""""
""Now that's scary.""
""""
""When I am working with clients on streamlining A/P, I first set up a 3-way match accounts payable system.  This ensures that orders are approved and properly fulfilled.  Then, we work on getting recurring payments set up on credit cards or ACH.  Last, we get everything that has to be paid ""manually"" set up in an online bill pay system. ""
""""
""When you are paying bills on time in a way that makes it super easy to know that you have received the goods or services you are paying for, it doesn't feel like ghosts or goblins are waiting for you outside your office each time the phone rings.",8.0,4.0,1021
2022-03-28,"First-time claims for unemployment insurance totaled 202,000, last week. ""
"" ""
""Key takeaway: New applications increased last week. Insured unemployment claims decreased from the previous revised estimate. ""
"" ""
""In the week ending March 26th, the advance figure for seasonally adjusted initial claims was 202,000, a decrease from the previous week's revised level. ""
"" ""
""The advance number for seasonally adjusted insured unemployment (also known as Continued Claims) during the week ending March 19th was 1,307,000; a decrease from last week's revised level. ""
"" ""
""The largest increases in initial claims for the week ending March 19 were in Florida (+956), Pennsylvania (+476), Oklahoma (+400), Tennessee (+328), and Connecticut (+161).""
"" ""
""According to Trading Economics March 31 report, most cuts were due to store, unit, or plant closing (5,301) and vaccine refusal (3,278). By sector, for the fourth consecutive month, Health Care/Products announced the most job cuts (4,995).""
"" ""
"" No state data were available in this report. ""
"" ""
""#rstats #R #datavisualization #departmentoflabor #economynews #economicanalysis #datascience #statistics #jobs #ggplot2""
""#hiring #unemployment #economy #business #financial #consumers #federalreserve #interestrates #jobs #career",6.0,2.0,1030
2020-11-11,"What do your personal finances have to do with your business finances?""
""""
""Everything.""
""""
""In my experience, business owners who live paycheck to paycheck (or close to it) in their personal lives will run their business paycheck to paycheck (or close to it).""
""""
""The habits are the same at home and at work.""
""""
""I love to work with clients who are ready to change that.  ""
""""
""What are the first steps?  ""
""""
""1- Getting your books up to date so that you can see exactly where you are.""
""""
""2- Identifying what your goals are for revenue, and what the associated costs will be.""
""""
""3- Making a plan to start building a cushion, and building profitability.""
""""
""4- Working that plan.""
""""
""I don't know any business owners who aren't looking to positively impact the outcomes in their businesses.  Increasing your profitability is the big kahuna of business outcomes.""
""""
""Take steps, and work a plan.  You'll get there.",5.0,4.0,1020
2021-05-03,"🔍🔊 As a data scientist you have to own the process of producing usable results. This means forcing your constituents to explain to you why the analysis they're requesting matters. Ask them the ""so what?""""
""""
""If the person requesting your services can't explain why the problem they need fixing needs to be fixed. Or why the research or analytical question needs an answer - red flag. You have a few options at this point:""
""""
""1 🔹 Send them away to think about their problem or question further. Have them get back to you once they have a better response to the ""so what.""""
""""
""2 🔹 Work with them to explore the ""so what."" Ask good questions. This probably sounds like. ""Say more about what you're thinking."" Or, ""can you help me understand this in a new way?"" ""Are there others with whom I can speak to understand this better?"" ""Can you show me an example?""""
""""
""3 🔹 Do the project anyway.""
""""
""Number 2 is probably the best answer. Confession: I've taken option 1 in the past and I've also taken option 3. Nobody is perfect we all make mistakes. I know I have. You know what happened?""
""""
""At the end of the project they asked me ""so what?""""
""""
""#DataScience #Careers #CareerAdvice #JobAdvice #DataAnalytics",6.0,5.0,1011
2020-07-27,"Technology and innovation:
Technology and innovation are changing the way we work, live, and interact with the world around us. From artificial intelligence and machine learning to the Internet of Things and blockchain, there are countless new technologies that are reshaping industries and creating new opportunities. By staying abreast of the latest innovations and thinking creatively about how to apply them, we can unlock new efficiencies, improve customer experiences, and transform our businesses for the better. So let's embrace the future and all the exciting possibilities it holds! #technologyinnovation #futureofwork #digitaltransformation
	
",9.0,4.0,1050
2021-06-07,"Mental health and wellness in the workplace:
Taking care of our mental health and wellbeing is crucial for staying happy, healthy, and productive at work. Whether it's practicing mindfulness and meditation, taking breaks throughout the day to stretch and move around, or seeking out resources and support when needed, there are many ways to prioritize our mental health in the workplace. Additionally, by promoting a culture of openness, empathy, and support, employers can help create an environment where employees feel safe and supported. So let's all make mental health and wellbeing a priority in our work lives! #mentalhealthawareness #wellnessatwork #selfcare
	
",8.0,2.0,1051
2020-08-20,"Work-life balance and time management techniques:
Achieving a healthy work-life balance and managing our time effectively is key to staying happy, productive, and fulfilled in our careers. Whether it's setting boundaries around work hours, prioritizing self-care and personal time, or using productivity tools and techniques to manage our workload, there are many ways to stay on top of our commitments and responsibilities without sacrificing our wellbeing. So let's all strive for balance and fulfillment in both our personal and professional lives! #worklifebalance #timemanagement",9.0,1.0,1050
2022-09-19,"Looking for resume writing hacks? Helpers?""
""""
""Over here on Twitter I have a bit of advice.""
""""
""""
"" #resume #datascience #careeradvice",6.0,3.0,1010
2020-06-17,"Today we saw an excellent seminar on how to be a Safe Hire at Statistical Seminars DC.""
""""
""https://lnkd.in/eJWimCw",9.0,2.0,1030
2021-03-08,"Okay, everyone!  You know how SG Acme talks about shipping bad work?  Well, maybe that isn't EXACTLY how he describes it, but the point is the same.  When you are creating something, you just need to get something out there...then you know where you are and how you can improve.  Iterate, iterate, iterate.""
""""
""To that end, I will be starting a new series next week, available EXCLUSIVELY by email.  This will be a Monday Morning Tip-Off (because I'm MAD about March Madness) with something quick and easy that you can do in your business to move the ball forward each week.""
""""
""At least the first few of these videos promise to be terrible, embarrassing, and the sort of things that I will later wish weren't in existence.  You won't want to miss it.""
""""
""So, who wants to get this in their inbox next Monday morning? ""
""""
""Then, let me know what you think!""
""""
""#smallbusiness  #entrepreneurship #marchmadness ",5.0,2.0,1020
2021-03-12,"Remote work and the future of work:
The COVID-19 pandemic has accelerated the shift towards remote work, and many experts believe that this trend is here to stay. While remote work comes with its own unique set of challenges - such as staying connected with colleagues and managing work-life balance - it also offers many benefits, such as increased flexibility and the ability to work from anywhere. By embracing remote work and thinking creatively about how to stay connected and productive, we can create a more agile and resilient workforce for the future. #remotework #futureofwork #workfromanywhere",5.0,4.0,1050
2021-06-10,"First-time claims for unemployment insurance totaled 412,000, last week.  ""
""""
""In the week ending June 12th, the advance figure for seasonally adjusted initial claims was 412,000, an increase of 37,000 from the previous week's revised level. ""
""""
""The advance number for seasonally adjusted insured unemployment (which is also known same as Continued Claims) during the week ending June 5 was 3,518,000, an increase of 1,000 from the previous week's revised level. ""
""""
""The largest increases in initial claims for the week ending June 5 were in Illinois (+5,715), Ohio (+2,296), Delaware (+1,720), and Tennessee (+1,159).""
""""
""At Illinois; other services, health care, and social assistance, wholesale trade, and retail trade industries were impacted. ""
""""
""At Tennessee; transportation and warehousing, retail trade, administrative and support,  waste management and remediation services, and health care and social assistance industries were impacted. ""
""""
""#rstats #R #datavisualization #departmentoflabor #economynews #economicanalysis #datascience #statistics #jobs #ggplot2""
""#hiring #unemployment #economy #business #financial #consumers #federalreserve #interestrates #jobs #career",8.0,2.0,1030
2021-09-20,"Sometimes folks ask me about my #TechStack as a small business. And one of my favorite genre's of blog posts or YouTube vids are usually entitled ""My Tech Stack as a ___ (fill in the blank).""""
""""
""Acme Data Storage Services - is an important component of my tech stack. They're growing (see photos)! I find it a happy alternative to many others. They're growing. Anyone else in #SmallBiz #DataScience or #CareerCounseling using Acme?""
""""
""#",4.0,2.0,1010
2020-09-02,"I'm looking for a few Volunteers!  On Tuesday, October 20, I am hosting a panel discussion, as a part of the local Startup Week.  The topic is how to navigate and preserve pre-existing relationships (friends, spouses, siblings, etc.) through the process of starting, building, and running a successful business.  I already have a husband and wife team, and I would love to get some best friends and another family relationship (siblings, parent/child).  ""
""""
""-If this is you and you might be interested, DM me.""
""""
""-If that isn't you, but you know someone who might be a great fit, send them my way!""
""""
""YOU DO NOT HAVE TO BE LOCAL TO PARTICIPATE IN THIS!!!""
""""
""-If you just want to attend this, let me know!  I will send you the link when the time comes.""
""""
""Thanks, everyone!""
""""
""#startup #business #team",5.0,6.0,1020
2021-06-03,"Industry insights and trends:
Staying up-to-date on industry insights and trends is key to staying ahead of the game in today's fast-paced business world. By keeping a finger on the pulse of the latest innovations, emerging technologies, and best practices, you can position yourself and your company for success. Whether it's attending conferences, following industry blogs, or engaging with thought leaders on social media, there are many ways to stay in the know. So keep learning and growing - the sky's the limit! #industryinsights #trendwatching #alwayslearning
	
",4.0,3.0,1051
2022-04-13,"If you haven’t been down the rabbit hole on this post yet… it’s worth the look. Fascinating results. Plus I’m a fan of some of the visuals, good inspiration for #DataViz""
""#DataViz",4.0,3.0,1010
2020-10-18,"Day 11 of Scary Things in Small Businesses...""
""""
""This is the scariest one of all...when businesses go broke.""
""""
""Yikes!""
""""
""There are 2 ways that businesses go broke.""
""""
""1. Like running full speed into a brick wall.""
""""
""and""
""""
""2. Like teetering on the edge of a cliff for some time before the tiniest gust of wind knocks you off the cliff.""
""""
""Both hurt really badly.  But how does a business owner end up at these two points?""
""""
""#1 is like a racehorse coming out of the gates.  He is kicking up mud and has blinders on with the singular focus on growth.  He believes that growth means success.   It doesn't.  If he took his blinders off, he would see that brick wall around the corner and make different choices.  He wouldn't take on too much debt before producing profit.  He wouldn't set himself up to spend all of his profit on servicing debt.""
""""
""#2 is more like JC Acme and Co.  Sllllllloooooowwwwwllllyyyyyy inching towards the edge.  Closing 4 stores, then 8 more.  Trying this then that to ""fix"" the problem.  So focused on their original business model and their  desire to adhere to the original Mr. JC Acme 's vision that they can't adapt to current and future times.""

""""

""Both are ignoring reality.  Using sober judgement in making decisions works better than putting on blinders or blindly following the past.  I promise. ",4.0,4.0,1021
2020-09-20,"Industry events and conferences:
Attending industry events and conferences can be a great way to stay up-to-date on the latest trends and developments in your field, network with other professionals, and discover new opportunities for growth and learning. Whether it's a local meetup, a national conference, or an international trade show, there are many events and conferences that can help you advance your career and stay on top of your game. So let's all get out there and attend some events - you never know who you might meet or what you might learn! #industryevents #conferences",7.0,2.0,1050
2022-08-29,"It is a smart idea to explore the people your connections know. ""
"" ""
""One of the most powerful functions of LinkedIn is the ability to connect you with people who are connections of the people you know (using the “six degrees of separation” principle). ""
"" ""
""Be courteous and conscientious… Follow LinkedIn’s guidelines on connecting with these folks (using InMail or requesting connections through your mutual friend).",4.0,316.0,1010
2021-05-20,"First-time claims for unemployment insurance totaled 473,000, last week . This report shows the unemployment claims continuing to plummet!   We continue to make strides with low numbers!""
""""
""In the week ending May 8, the advance figure for seasonally adjusted initial claims was 473,000, a decrease of 34000 from the previous week's revised level.  The previous week's level was revised up by 9,000 from 498,000 to 507,000.""
""""
""The advance number for seasonally adjusted insured unemployment (which is also known same as Continued Claims) during the week ending May 1 was 3,655,000, a decrease of 45,000 from the previous week's revised level.""
""""
""The largest increases in initial claims for the week ending May 1 were in Kentucky (+4,714), New Jersey (+2,002), Delaware (+1,294), Vermont (+1,142), and Puerto Rico (+824). ""
""""
""Not state industry data available this week. ""
""""
""#rstats #R #datavisualization #departmentoflabor #economynews #economicanalysis #datascience #statistics #jobs #ggplot2""
""#hiring #unemployment #economy #business #financial #consumers #federalreserve #interestrates #jobs #career",4.0,1.0,1031
2020-05-05,"Reading ""The U.S. Labor Market during the Beginning of the Pandemic Recession""   working paper. ",5.0,1.0,1031
2021-08-12,"First-time claims for unemployment insurance totaled 353,000, last week. ""
"" ""
""Key takeaway: New applications is relatively unchanged, a slight increase. Insured unemployment claims decrease from the previous week's revised estimate. ""
"" ""
""In the week ending August 21st, the advance figure for seasonally adjusted initial claims was 353,000, an increase from the previous week's revised level. ""
""""
""The advance number for seasonally adjusted insured unemployment (also known as Continued Claims) during the week ending August 14 was 2,862,000 a decrease from last week's revised level. ""
"" ""
""The largest increases in initial claims for the week ending August 14 were in Virginia (+6,367), New Mexico (+2,872), District of Columbia (+757), Georgia (+374), and Nevada (+288).""
""""
""For the available state-level data on initial claims for the week ending August 14th, Virginia experienced layoffs in accommodation and food services sector.""
""""
""#rstats #R #datavisualization #departmentoflabor #economynews #economicanalysis #datascience #statistics #jobs #ggplot2""
""#hiring #unemployment #economy #business #financial #consumers #federalreserve #interestrates #jobs #career",4.0,1.0,1031
2021-03-19,"The Bureau of Labor Statistics reported today that total nonfarm payroll employment increased by 916,000 in March, crushing expectations.    The unemployment rate fell to 6.0%.      ""
""""
""Labor market improvements reflect the continuing resumption of economic activity that had be curtailed because of the COVID-19 pandemic.   Job growth was widespread in March, led by gains in leisure and hospitality, public and private education, and construction.  ""
"" ""
""#rstats #economy2021 #economy #rstats #R #datavisualization""
"" #ggplot2 #bureauoflaborstatistics #economynews #economicanalysis #statistics #jobs  #ggplot2 #departmentoflabor",8.0,1.0,1030
2022-04-01,Sign up for the State Department webinar on #datascience #hiring!,5.0,2.0,1040
2021-08-07,"If your a data professional (data scientist, analyst, etc.) What might interest you in a weekly newsletter?",4.0,3.0,1010
2021-12-29,"Free event (starting in 10 minutes) #machinelearning #data #event :  The perils of machine-learning for model selection: A case-study  ""
""""
""Machine learning (ML) is increasingly being used for data-driven tasks in public health and epidemiology, including for model selection. However, this approach differs radically from the typical principles of model selection in this field, and naive application of ML techniques to this task can lead to unexpected or unrealistic model results.",5.0,3.0,1030
2021-03-09,"Leadership and management strategies:
Strong leadership and effective management are essential for creating a high-performing team and achieving organizational goals. By setting clear expectations, providing regular feedback and support, and fostering a culture of open communication and trust, leaders can inspire their teams to achieve great things. Additionally, by staying focused on the big picture and thinking strategically about how to achieve success, managers can help drive their organizations forward. So let's all strive to be the best leaders and managers we can be! #leadershipstrategies #managementtips #teamworkmakesdreamwork
	
",7.0,3.0,1051
2021-08-20,"Social responsibility and corporate social responsibility:
In today's world, social responsibility and corporate social responsibility are becoming increasingly important to both employees and customers alike. By taking action on issues like climate change, diversity and inclusion, and community engagement, companies can not only do good for the world, but also enhance their brand reputation and attract and retain top talent. Additionally, by prioritizing ethical business practices and responsible supply chain management, companies can create a more sustainable and equitable future for all. So let's all strive to be responsible corporate citizens and make a positive impact on the world! #socialresponsibility #CSR",7.0,3.0,1051
2021-06-07,"2019/2020 Comparative analysis of State-Level Private Nonfarm Labor Productivity growth""
""""
""For the 2019 private nonfarm sector labor productivity, these five states saws the highest growth New Mexico, California, Colorado , Virginia, and Maine. Comparatively, in 2020 only California, Colorado, and Maine saw increases in the labor productivity rate as all productivity gains resulted from hours falling faster than output private nonfarm sector in each respective state.  Hours decreased in all but one state.  ""
""""
""Source: Bureau of Labor Statistics""
""""
""#economy2021 #economy #bureauoflaborstatistics #economynews #economicanalysis #statistics #jobs #departmentoflabor #r #rstats",5.0,2.0,1030
2021-08-09,"When it comes to working with data, there are a lot of different titles and roles that can get thrown around. But at the end of the day, there's really only one thing that matters: the ability to make sense of data and turn it into insights that drive business success.
Whether you're a data analyst or a data scientist, your job is fundamentally the same: to extract meaning from complex data sets, to identify patterns and trends, and to use that information to make informed decisions that drive business results.
Sure, there are some differences in terms of the tools and techniques that analysts and scientists use. Analysts may focus more on descriptive analytics, while scientists may delve into more advanced areas like machine learning and predictive modeling.
But at the end of the day, these are just technical details. What really matters is the ability to think critically, to ask the right questions, and to use data to drive real-world impact.
So let's stop getting hung up on titles and labels, and focus instead on the important work of data analysis and data science. Whether you're an analyst, a scientist, or something in between, your work is critical to the success of your organization. Let's celebrate the common ground that we share, and work together to harness the power of data for good. #dataanalytics #datascience #data-drivendecisionmaking",3.0,3.0,1051
2021-07-24,"Branding and marketing strategies for professionals:
Whether you're a job seeker looking to stand out in a crowded market or a business owner looking to attract new customers, effective branding and marketing strategies are essential. By understanding your unique value proposition, defining your target audience, and crafting a compelling message, you can create a brand that truly resonates with your audience. Additionally, by leveraging social media, content marketing, and other digital tools, you can reach new audiences and build a strong online presence. So let's all think creatively about how to build and promote our personal and professional brands! #branding #marketingtips #digitalstrategy
	
",3.0,1.0,1050
2021-07-01,"Corporate sustainability and environmentalism:
As the world continues to grapple with the challenges of climate change and environmental degradation, corporate sustainability and environmentalism are becoming increasingly important to both businesses and consumers. By taking action to reduce their carbon footprint, conserve resources, and promote sustainability throughout their operations, companies can not only do their part to protect the planet, but also enhance their brand reputation and attract and retain customers who value sustainability. So let's all take action to promote a more sustainable and resilient future! #sustainability #environmentalism",4.0,3.0,1051
2021-06-17,"Workplace safety and health:
Ensuring a safe and healthy workplace is essential for the wellbeing of employees and the success of businesses. By implementing safety protocols, providing training and education on health and wellness, and fostering a culture of care and support, employers can create an environment where employees feel safe, valued, and supported. Additionally, by promoting mental health and wellbeing, companies can help their employees stay focused, productive, and engaged. So let's all prioritize workplace safety and health - it's good for employees, good for business, and good for society as a whole! #workplacesafety #healthandwellness",4.0,4.0,1050
2021-11-04,"Entrepreneurship and small business advice:
Starting and growing a small business can be an incredibly rewarding experience, but it also comes with its fair share of challenges. From securing funding and building a team to navigating legal and regulatory hurdles, there are many obstacles that entrepreneurs and small business owners must overcome. However, by staying focused on their vision and goals, seeking out advice and mentorship from other entrepreneurs, and staying agile and adaptable in the face of change, small business owners can achieve great success. So if you're thinking about starting your own business or looking to take your existing venture to the next level, don't be afraid to take risks and pursue your dreams. #entrepreneurship #smallbusinessadvice #dreambig
",4.0,2.0,1051
2021-03-12,"First-time claims for unemployment insurance totaled 684,000 last week .""
""""
""In the week ending March 20, the advance figure for seasonally adjusted initial claims was 684,000, a decrease of 97,000 from the previous week's revised level.""
"" ""
""The advance number for seasonally adjusted insured unemployment (which is also known same as Continued Claims) during the week ending March 13 was 3,870,000, a decrease of 264,000 from the previous week's revised level.""
""""
""This is the lowest level for both initial and continued claims since the COVID-19 pandemic had started and has given policy makers a more positive outlook for employment forecasts. ""
"" ""
""The largest increases in initial claims for the week ending March 13 were in Texas, Illinois, Indiana, Alabama, and Massachusetts while the largest decreases were in Ohio, West Virginia, South Carolina, Mississippi, and New York.""
"" ""
""Texas had an increase of 24,492 initial claims that came from layoffs in accommodation and food services, transportation and warehousing, manufacturing, and health care and social assistance industries.""
"" ""
""(plot made using ggplot2) ""
"" ""
""#rstats #R #datavisualization #departmentoflabor #economynews #economicanalysis #datascience #statistics #jobs #ggplot2",4.0,3.0,1031
2021-01-15,"Employment recovery in the wake of the COVID-19 pandemic""
""""
""The researchers in this article reports on the recent economic research on pandemic-related U.S. job loss to understand prospects for employment recovery.",3.0,2.0,1031
2022-09-20,I'm so so so so glad. That so many have negotiated salary. Give your vote to see the poll results. Share your thoughts in the comments on advice you have or experiences you've had on the topic.,6.0,1.0,1011
2020-07-27,"Friendly reminder: Call for Abstracts August 13th. - Data Science Conference on COVID-19 [ONLINE] ""
""""
""Friends,""
""We are nearing the deadline for the call for abstracts for the Data Science Conference on COVID-19.  We definitely have a large audience planning to come. Please consider making your submission soon. ""
""Recently, we have four well known experts lined up for the conference:""
""""
""Consider submitting your abstract as well to contribute to the discussion (https://lnkd.in/d7-nZr9).""
""""
""Registration is free and open to everyone to attend. To register for this event, click this eventbrite link: https://lnkd.in/dwvjHFH""
""""
""If you have any questions please message me here on LinkedIn.""
""""
""Thank you",4.0,2.0,1031
2021-01-04,"The next important piece in defining ""business travel"" is that your trip must consist ""mostly"" of business.""
""""
""Well, that's not vague, is it?""
""""
""The IRS counts your travel in number of days, so that makes the calculation a little easier.""
""""
""Let's say that you go to a conference in Disney World.  You fly in on Thursday, go to the parks on Friday, Saturday, and Sunday, then have meetings on Monday, Tuesday, and Wednesday, before flying home on Thursday.  The IRS counts your travel days as work days, so you have 5 work days and 3 non-work days.  Majority rules...Business Trip!!""
""""
""If you have just one day of meetings with 3 or 4 days in the parks, not such a business trip.  You can only deduct the portion that is business.""
""""
""When you want to include a little fun in your business travel, you need only to get creative!  ""
""""
""Doing a weekend wedge with business on Friday and Monday is a great way to handle that.""
""""
""And if I were at that Disney World conference, I would DEFINITELY go eat at EPCOT for those evenings after meetings.  (This is mostly because my imaginary conference is being held at Disney's Yacht Club Resort.)""
""""
""There's more than 1 way to skin a cat, so I would love to hear ways that you manage to pack some fun into your business travel!",7.0,2.0,1021
2020-11-02,"More on what I've learned from fellow data scientists and aspiring data scientists.""
""Advice for candidates and for recruiters ahead. . .""
""Data scientists want an opportunity to collaborate with other scientists. At a minimum, satisfying this factor, means recruiting and maintaining a cadre of scientists throughout the organization. To more fully address this factor, it is important to build an organizational culture that will support collaboration with scientists at other organizations (universities, think tanks, other corporations, etc.). This also means establishing policies and processes that facilitate (not inhibit) knowledge sharing and dissemination.""
""""
""#datascience #careers #recruiting #careeradvice #data #jobs #jobsearch",3.0,6.0,1010
2022-03-28,How do you like your coffee? ☕️ ☕️ ☕️,4.0,9.0,1011
2021-01-31,"The Census Bureau reported that the U.S. housing starts accelerated in December to 5.8% and reached a seasonal adjusted number of 1.67 million units.  This is above some forecasters estimates.  Single-family homebuilding increased to 12% .  However, the COVID-19 pandemic is still hurting the availability of construction workers at sites across the states as sick workers stay home.",4.0,2.0,1030
2022-03-05,"First-time claims for unemployment insurance totaled 227,000, last week. ""
""""
""Key takeaway: New applications increased last week. Insured unemployment claims increased slightly from the previous revised estimate. ""
""""
""In the week ending March 5th, the advance figure for seasonally adjusted initial claims was 227,000, a decrease from the previous week's revised level.  ""
""""
""NY Posts reports that better.com (mortgage lender) laid off 3,000 employees. https://lnkd.in/evtjvykQ""
""""
""The advance number for seasonally adjusted insured unemployment (also known as Continued Claims) during the week ending February 26th  was 1,494,000; an increase from last week's revised level. ""
""""
""The largest increases in initial claims for the week ending February 26 were in Massachusetts (+3,201), Rhode Island (+1,040), District of Columbia (+995), Nevada (+689), and Kansas (+587).""
""""
""""
""In Rhode Island, layoffs occurred in the transportation and warehousing, accommodation and food services, and construction industries. No other state data were available. ""
"" ""
""#rstats #R #datavisualization #departmentoflabor #economynews #economicanalysis #datascience #statistics #jobs #ggplot2""
""#hiring #unemployment #economy #business #financial #consumers #federalreserve #interestrates #jobs #career",4.0,1.0,1030
2021-08-11,"⏬⏬ Free consulting and advice for your next presentation at work below ⏬⏬""
""""
""Looking to tell #data stories? Use this template:""
""""
""🧿 Once upon a time .... [introduce main character]""
""""
""🧿 Until one day .... [introduce main challenge, opportunity]""
""""
""🧿 And then .... [meaningful information]""
""""
""🧿 And then .... [more information]""
""""
""🧿 Until finally .... [challenge met, opportunity realized]""
""""
""🧿 And ever since that day .... [next steps, broad implications]""
""""
""#DataScience #Careers #CareerAdvice #JobAdvice #DataAnalytics",7.0,4.0,1010
